Front,Back,Chapter,Tags
"One Sick Event","Days 1-3 (Admin + Regular) consolidate into a single sick event","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Command Diary","Entry made under appearance date AND 2 days prior (excluding Sat/Sun/Holidays)","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Roll Call Clerk","Notifies court of inability to attend; requests adjournment 2 days before; notifies on morning of appearance (except Criminal Court)","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Operations Coordinator / PRAA","Calls District Surgeon 2 days prior to determine if member can appear","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Counseling Unit","Assists MOS with alcohol, prescription drug, gambling, or financial difficulties; return to full duty","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Non-Disciplinary Referral","No report made; promotions NOT jeopardized; assignment NOT ordinarily changed","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Confidentiality Exceptions","Written consent, valid subpoena, U.S. District Court Order, suspected child abuse, danger to self/others","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"EAU Conferral","Required before final adjudication of ALL misconduct involving alcohol or domestic violence","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Item","Timeframe","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"LOD Injury Report sign-off by investigating supervisor","Before end of tour","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Trauma Counseling follow-up meeting","48 hours after event","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Additional trauma counseling sessions","1 to 6 weeks after incident","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"FECA documentation forwarding","Within 90 days of occurrence","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Delayed LOD designation report","Within 60 days (then every 60 days)","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Admin Sick notification to D.O.","At least 2 hours before start of tour","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Admin Sick maximum duration","2 days (3rd day becomes Regular Sick)","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Court notification — Command Diary","Appearance date AND 2 days prior (excl. weekends/holidays)","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"UMOS out sick outside resident counties","Contacted weekly by District Surgeon","Medical, Health and Wellness",key_terms 330_medical_health_wellness
"Rank/Title","Evaluation System","Evaluations",key_terms 331_evaluations
"Probationary Police Officer","Online Evaluation System","Evaluations",key_terms 331_evaluations
"Police Officer/Detective (non-investigative)","PERF System","Evaluations",key_terms 331_evaluations
"Police Officer (investigative/Detective Track)","Online Evaluation System","Evaluations",key_terms 331_evaluations
"Sergeant (probationary)","Online Evaluation System","Evaluations",key_terms 331_evaluations
"Sergeant (permanent)","Online Evaluation System","Evaluations",key_terms 331_evaluations
"Lieutenant (probationary/permanent)","Online Evaluation System","Evaluations",key_terms 331_evaluations
"Captain through Deputy Chief","Online Evaluation System","Evaluations",key_terms 331_evaluations
"Assistant Chief and above/Civilian Managers","Managerial Performance Evaluation Form","Evaluations",key_terms 331_evaluations
"Rank","Evaluation Months","Evaluations",key_terms 331_evaluations
"Probationary Police Officer","10th, 16th, 22nd","Evaluations",key_terms 331_evaluations
"Probationary Sergeant","4th, 10th (16th if extended)","Evaluations",key_terms 331_evaluations
"Probationary Lieutenant","4th, 10th (16th if extended)","Evaluations",key_terms 331_evaluations
"Probationary Captain","4th, 10th, 16th","Evaluations",key_terms 331_evaluations
"Investigative Track PO","8th, 15th","Evaluations",key_terms 331_evaluations
"Rank/Title","Rating Period","Evaluations",key_terms 331_evaluations
"Police Officer/Detective (non-investigative)","Jan 1 - Dec 31","Evaluations",key_terms 331_evaluations
"PO assigned to investigative track","End of 8th and 15th month","Evaluations",key_terms 331_evaluations
"Detective (investigative)","May 16 - May 15","Evaluations",key_terms 331_evaluations
"Sergeant","Jan 16 - Jan 15","Evaluations",key_terms 331_evaluations
"Lieutenant","Jan 16 - Jan 15","Evaluations",key_terms 331_evaluations
"Captain through Deputy Chief","June 30 - July 1","Evaluations",key_terms 331_evaluations
"Assistant Chief and above","Jan 1 - Dec 31","Evaluations",key_terms 331_evaluations
"Civilian Sub-managerial","Sep 16 - Sep 15","Evaluations",key_terms 331_evaluations
"School Safety Agents","July 1 - June 30","Evaluations",key_terms 331_evaluations
"Total Annual Score","Overall Evaluation","Evaluations",key_terms 331_evaluations
"90-100","Exceptional","Evaluations",key_terms 331_evaluations
"77-89","Exceeds Expectations","Evaluations",key_terms 331_evaluations
"68-76","Meets Standards","Evaluations",key_terms 331_evaluations
"60-67","Needs Improvement","Evaluations",key_terms 331_evaluations
"59 or below","Unsatisfactory","Evaluations",key_terms 331_evaluations
"Condition","Required Reviewer Rank","Evaluations",key_terms 331_evaluations
"Below competent (2.5 or lower) — 331-01","Captain or above","Evaluations",key_terms 331_evaluations
"Extremely competent (5.0) — 331-01","Captain or above","Evaluations",key_terms 331_evaluations
"Needs improvement/unsatisfactory (67 or lower) — 331-04","Captain or above","Evaluations",key_terms 331_evaluations
"Exceptional (90 or higher) — 331-04","Captain or above","Evaluations",key_terms 331_evaluations
"Performance Monitoring Program member","Commanding Officer","Evaluations",key_terms 331_evaluations
"Category","Evaluation Guidance","Evaluations",key_terms 331_evaluations
"Chronic Absent - Category A","Give consideration to attendance record in determining overall rating","Evaluations",key_terms 331_evaluations
"Chronic Absent - Category B","Consider evaluating ""Very Low"" (331-01) or ""Unsatisfactory"" (331-04)","Evaluations",key_terms 331_evaluations
"Category B (investigative)","Presumed substandard; if rated higher than ""Low,"" rater must justify","Evaluations",key_terms 331_evaluations
"Form","Number","Evaluations",key_terms 331_evaluations
"Force Record","PD406-143","Evaluations",key_terms 331_evaluations
"Recruit Evaluation","PD439-1412","Evaluations",key_terms 331_evaluations
"Absence and Tardiness Record","PD433-145","Evaluations",key_terms 331_evaluations
"Civilian Record of Supervisory Conferences","PD433-1411","Evaluations",key_terms 331_evaluations
"Civilian Lateness/Warning Notification","PD449-122","Evaluations",key_terms 331_evaluations
"Civilian Unsatisfactory Performance Warning","PD439-012","Evaluations",key_terms 331_evaluations
"Concept","Detail","Evaluations",key_terms 331_evaluations
"Appeal rights","Probationary members and civilians with < 2 years provisional status cannot appeal","Evaluations",key_terms 331_evaluations
"Probation extension request","Made after 6 months by CO, with 4th month evaluation, forwarded to Deputy Commissioner, Risk Management","Evaluations",key_terms 331_evaluations
"Evaluation prepared in error","Submit Typed Letterhead to Performance Analysis Unit to void/delete","Evaluations",key_terms 331_evaluations
"Precinct detective squad supervisor eval","Rater must confer with precinct CO and note in Rater Comments","Evaluations",key_terms 331_evaluations
"Transfer evaluation","Must be prepared; forwarded to new command","Evaluations",key_terms 331_evaluations
"Rated by command on","Last day of rating period","Evaluations",key_terms 331_evaluations
"OEEO","Office of Equal Employment Opportunity — central office handling discrimination complaints","Employee Rights & Responsibilities",key_terms 332_employee_rights
"DCEI","Deputy Commissioner Equity and Inclusion — title revoked by R.O. 12 s.25; references should read C.O. OEEO","Employee Rights & Responsibilities",key_terms 332_employee_rights
"EEO Liaison","Non-supervisor volunteer in every command; C.O. recommends, C.O. OEEO approves","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Disparate Impact","Policy with disproportionate impact on a group, unless justified by business necessity","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Reasonable Accommodation","Modification to allow employee/applicant with disability to perform duties; not required if undue hardship on Department","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Cooperative Dialogue","Required even when accommodation would impose undue hardship","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Case #","Assigned by OEEO when formal complaint is filed; triggers Report (49) requirement","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Inquiry #","Assigned by OEEO for preliminary inquiries; does NOT trigger Report (49)","Employee Rights & Responsibilities",key_terms 332_employee_rights
"CPI","Central Personnel Index — no entry made on respondent's CPI if resolved through mediation","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Hostile Work Environment","Created by display of sexually explicit, offensive, ethnic, racial material","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Investigatory Evidence","Voucher classification for safeguarded offensive material","Employee Rights & Responsibilities",key_terms 332_employee_rights
"CLE","Command Log Entry — required for offensive material but must NOT describe or identify the specific material","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Retaliation (EEO)","Adverse action for filing complaint, requesting accommodation, cooperating, or filing civil suit — discipline imposed regardless of outcome of original complaint","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Retaliation (Misconduct/Corruption)","Adverse action for voluntarily providing info about misconduct/corruption — report to IAB","Employee Rights & Responsibilities",key_terms 332_employee_rights
"ODE","Off-Duty Employment — requires application and C.O. approval","Employee Rights & Responsibilities",key_terms 332_employee_rights
"ERS","Employee Resources Section — receives all ODE applications (approved, disapproved, renewals, terminations)","Employee Rights & Responsibilities",key_terms 332_employee_rights
"CPR System","Centralized Personnel Resource System — used to check status of ODE applications","Employee Rights & Responsibilities",key_terms 332_employee_rights
"Ownership Interest","Interest in a firm held by MOS, spouse, domestic partner, or unemancipated child exercising managerial control","Employee Rights & Responsibilities",key_terms 332_employee_rights
"DP1021A","Certification of Compatibility for Dual Employment — City Mayoral Agencies","Employee Rights & Responsibilities",key_terms 332_employee_rights
